Query,Label
are my reports pending or approved?,Your expense reports
Can you update me on the status of my expense reports?,Your expense reports
Can you verify the status of my expense reports?,Your expense reports
status of my recent report submission,Your expense reports
status of my reports,Your expense reports
Have my reports been approved?,Your expense reports
The bill notes expenses.,Your expense reports
I want to show you the status of my reports.,Your expense reports
Your accounting and financial statements.,Your expense reports
financial report.,Your expense reports
Reports on expenditure,Your expense reports
reports of costs,Your expense reports
give the latest cost reports,Your expense reports
cost report,Your expense reports
show  current reports,Your expense reports
give me the latest reports,Your expense reports
notes of expenses,Your expense reports
declarations of cost,Your expense reports
reports of expenses,Your expense reports
show my approved expense reports,Your expense reports
show the approved and pending expense reports,Your expense reports
report status,Your expense reports
reports status,Your expense reports
fetch my approved expense reports,Your approved expense reports
retrieve my approved reports,Your approved expense reports
show my approved expenses,Your approved expense reports
check my approved expense reports,Your approved expense reports
get my finalized expense reports,Your approved expense reports
fetch my finalized reports,Your approved expense reports
retrieve my finalized expense reports,Your approved expense reports
show my completed expense reports,Your approved expense reports
get my expense reports that are approved,Your approved expense reports
fetch my expense reports with approval,Your approved expense reports
retrieve my reports that are approved,Your approved expense reports
show my reports with approval,Your approved expense reports
get my approved expenses,Your approved expense reports
list my approved expense reports,Your approved expense reports
send my approved expense reports,Your approved expense reports
open my approved expense reports,Your approved expense reports
present my approved expense reports,Your approved expense reports
access my approved expense reports,Your approved expense reports
send my approved expense details,Your approved expense reports
access my approved expense records,Your approved expense reports
show my sanctioned expense records,Your approved expense reports
show my approved spending reports,Your approved expense reports
show my approved expense bills,Your approved expense reports
fetch my approved spending records,Your approved expense reports
show my approved expense,Your approved expense reports
approved expense reports,Your approved expense reports
your approved expense reports,Your approved expense reports
approved expense ,Your approved expense reports
approved reports,Your approved expense reports
list my sanctioned spending reports,Your approved expense reports
bring up my approved spending reports,Your approved expense reports
open my sanctioned expense records,Your approved expense reports
present my certified spending reports,Your approved expense reports
access my validated spending records,Your approved expense reports
retrieve my validated spending reports,Your approved expense reports
show my confirmed expense reports,Your approved expense reports
get my confirmed expense reports,Your approved expense reports
fetch my confirmed expense records,Your approved expense reports
retrieve my confirmed expense records,Your approved expense reports
access my approved financial reports,Your approved expense reports
Can you show my approved expense reports?,Your approved expense reports
Please get my approved reports.,Your approved expense reports
I request you to send my approved expense report. ,Your approved expense reports
"Retrieve my approved reports, please.",Your approved expense reports
Show me my approved expenses.,Your approved expense reports
Check my approved expense reports for me.,Your approved expense reports
I need my finalized expense reports.,Your approved expense reports
can you send my accepted expense reports,Your approved expense reports
Retrieve finalized expense reports.,Your approved expense reports
Show completed expense reports.,Your approved expense reports
Get expense reports that are approved.,Your approved expense reports
Fetch expense reports with approval.,Your approved expense reports
Retrieve reports that are approved.,Your approved expense reports
Show reports with approval.,Your approved expense reports
Can I get my approved expenses?,Your approved expense reports
Display approved expense reports.,Your approved expense reports
List approved expense reports.,Your approved expense reports
can you send me the validated expense reports.,Your approved expense reports
accepted expense reports,Your approved expense reports
accepted reports,Your approved expense reports
completed expense reports,Your approved expense reports
completed reports,Your approved expense reports
accepted expense records,Your approved expense reports
accepted records,Your approved expense reports
completed expense records,Your approved expense reports
completed records,Your approved expense reports
accepted expense ,Your approved expense reports
accepted ones,Your approved expense reports
completed expense ,Your approved expense reports
completed ones,Your approved expense reports
show me the accepted ones,Your approved expense reports
show me the completed ones,Your approved expense reports
show me the verified ones,Your approved expense reports
show me the reports which are not pending,Your approved expense reports
can you show me the accepted reports?,Your approved expense reports
can you show me the completed reports?,Your approved expense reports
can you show me the verified reports?,Your approved expense reports
can you show me the reports which are not pending?,Your approved expense reports
can you show me the expense reports which are not pending?,Your approved expense reports
send me the reports which are not pending,Your approved expense reports
can you send me the accepted ones?,Your approved expense reports
can you send me the completed ones?,Your approved expense reports
can you send me the verified ones?,Your approved expense reports
Can you display the approved expense evaluations?,Your approved expense reports
Can u get my approved reports?,Your approved expense reports
Fetch my approved reports pls,Your approved expense reports
Need my approved expenses,Your approved expense reports
Approved reports pls,Your approved expense reports
Can I see my approved reports?,Your approved expense reports
Get my approved expenses now,Your approved expense reports
Approved expense reports?,Your approved expense reports
Retrieve approved expenses,Your approved expense reports
Show approved reports,Your approved expense reports
Need my finalized expense reports,Your approved expense reports
Can you get my approved reports?,Your approved expense reports
I want my approved expense reports,Your approved expense reports
Pls show my approved reports,Your approved expense reports
Fetch my approved reports now,Your approved expense reports
Approved reports needed,Your approved expense reports
Retrieve my approved expenses pls,Your approved expense reports
Show approved expenses,Your approved expense reports
Get my approved expense records,Your approved expense reports
Pls get my approved expenses,Your approved expense reports
Fetch my approved expenses,Your approved expense reports
Can you retrieve my approved reports?,Your approved expense reports
I need my approved expense reports pls,Your approved expense reports
Approved expense reports fetch,Your approved expense reports
give me the accepted ones,Your approved expense reports
give me the completed ones,Your approved expense reports
give me the verified ones,Your approved expense reports
give me the reports which are not pending,Your approved expense reports
will you show me the accepted ones?,Your approved expense reports
will you show me the completed ones?,Your approved expense reports
will you show me the accepted reports?,Your approved expense reports
will you show me the completed reports?,Your approved expense reports
"hi, can you send me the accepted reports?",Your approved expense reports
"hi, can you send me the accepted expense reports?",Your approved expense reports
"hi, send me the accepted reports",Your approved expense reports
"hi, send me the accepted expense reports",Your approved expense reports
"hey, send me the accepted reports",Your approved expense reports
"hey, send me the accepted expense reports",Your approved expense reports
"hello, can you send me the accepted reports?",Your approved expense reports
"hello, can you send me the accepted expense reports?",Your approved expense reports
Can you show me my approved financial reports?,Your approved expense reports
Please retrieve my validated expense reports.,Your approved expense reports
I need my approved expense records.,Your approved expense reports
Fetch my confirmed spending records.,Your approved expense reports
Could you access my validated expense reports?,Your approved expense reports
Present my approved expense documents.,Your approved expense reports
Can you show the confirmed expense records?,Your approved expense reports
Please get my finalized spending reports.,Your approved expense reports
I need to see my approved spending bills.,Your approved expense reports
Access my validated financial documents.,Your approved expense reports
Show me the approved expense reports.,Your approved expense reports
Could you retrieve the confirmed expense records?,Your approved expense reports
"Get my approved financial reports, please.",Your approved expense reports
Fetch the validated expense documents for me.,Your approved expense reports
Present the approved spending reports.,Your approved expense reports
Access the confirmed expense reports.,Your approved expense reports
Show the approved spending records.,Your approved expense reports
Could you retrieve the validated expense documents?,Your approved expense reports
Get the confirmed financial reports.,Your approved expense reports
Can you get the confirmed financial records?,Your approved expense reports
Fetch the validated expense reports.,Your approved expense reports
Access the confirmed spending reports.,Your approved expense reports
Show the approved financial documents.,Your approved expense reports
Could you retrieve the validated expense bills?,Your approved expense reports
Get the confirmed spending documents.,Your approved expense reports
Fetch the approved expense records.,Your approved expense reports
Present the validated financial documents.,Your approved expense reports
Fetch the approved expense reports now.,Your approved expense reports
Can you show the approved expense evaluations?,Your approved expense reports
Show the validated financial documents.,Your approved expense reports
Retrieve the approved expense bills for me.,Your approved expense reports
Get the validated financial documents.,Your approved expense reports
Could you fetch the confirmed spending bills?,Your approved expense reports
Present the approved expense reports.,Your approved expense reports
Show me the validated spending bills.,Your approved expense reports
Retrieve the confirmed financial records.,Your approved expense reports
"Get the approved spending documents, please.",Your approved expense reports
Fetch the validated expense records now.,Your approved expense reports
Access the confirmed spending records.,Your approved expense reports
Show the validated expense bills.,Your approved expense reports
Could you retrieve the confirmed spending documents?,Your approved expense reports
Get the approved expense documents.,Your approved expense reports
"Can you display the approved expense audits?
",Your approved expense reports
Present the confirmed financial documents.,Your approved expense reports
Show me the confirmed financial documents.,Your approved expense reports
Retrieve the validated financial reports.,Your approved expense reports
Can you get the approved expense bills?,Your approved expense reports
Fetch the confirmed expense records.,Your approved expense reports
Access the approved spending records.,Your approved expense reports
Show the validated financial bills.,Your approved expense reports
Retrieve the confirmed spending documents.,Your approved expense reports
Get the approved financial documents now.,Your approved expense reports
Fetch the validated expense records.,Your approved expense reports
Present the confirmed spending bills.,Your approved expense reports
Show me the validated financial records.,Your approved expense reports
Retrieve the approved financial reports.,Your approved expense reports
Get the confirmed expense documents now.,Your approved expense reports
Fetch the validated spending bills.,Your approved expense reports
Access the confirmed expense records.,Your approved expense reports
Can you show the accepted expense submissions?,Your approved expense reports
Could you retrieve the validated spending reports?,Your approved expense reports
Get the confirmed financial bills.,Your approved expense reports
Fetch the validated expense documents.,Your approved expense reports
Present the confirmed financial reports.,Your approved expense reports
Show me the validated spending documents.,Your approved expense reports
Retrieve the confirmed expense reports.,Your approved expense reports
Get the approved financial records now.,Your approved expense reports
Fetch the validated spending reports.,Your approved expense reports
updates regarding approved bills,Your approved expense reports
updates regarding approved expense bills ,Your approved expense reports
when will my expense submission be approved?,Your approved expense reports
Are there any expense reports with approved verifications?,Your approved expense reports
Are there any approved expense claims processed lately?,Your approved expense reports
Can you display the approved expense claims?,Your approved expense reports
Display the approved expense submissions.,Your approved expense reports
Can you show the resolved expense claims?,Your approved expense reports
Can you display the approved expense adjustments?,Your approved expense reports
Show the resolved expense verifications.,Your approved expense reports
Display the approved expense resolutions for review.,Your approved expense reports
What expenses are approved lately?,Your approved expense reports
Can you show the resolved financial reimbursements?,Your approved expense reports
can you list out my approved expense reports please?,Your approved expense reports
Plz show me approved expense report.,Your approved expense reports
Get my approved expense report ok?,Your approved expense reports
Can fetch approved expenses?,Your approved expense reports
"Need approved reports, can you?",Your approved expense reports
You send me approved expenses?,Your approved expense reports
Show approved reports plz.,Your approved expense reports
I want my approved expense.,Your approved expense reports
Can u get my approved bills?,Your approved expense reports
Fetch my approved expense reports now.,Your approved expense reports
Need my approved expense reports ok?,Your approved expense reports
You have my approved reports?,Your approved expense reports
Show me approved expenses.,Your approved expense reports
Can see my approved reports?,Your approved expense reports
"Get my approved expenses, yes?",Your approved expense reports
expense reports - Your approved expense reports,Your approved expense reports
Need see approved expenses.,Your approved expense reports
Can show me approved?,Your approved expense reports
Fetch approved reports now.,Your approved expense reports
can you send my reports which are approved?,Your approved expense reports
I want approved reports.,Your approved expense reports
You send my expenses?,Your approved expense reports
Show me approved bills.,Your approved expense reports
Need my report approved.,Your approved expense reports
Get my bills approved.,Your approved expense reports
which reports of mine are approved ,Your approved expense reports
I want report approved.,Your approved expense reports
which expense reports of mine are approved ,Your approved expense reports
which of my expense report is approved,Your approved expense reports
Show my approved reports.,Your approved expense reports
Fetch approved report plz.,Your approved expense reports
which of my report is approved,Your approved expense reports
is there any report which is approved,Your approved expense reports
Get my approved bills now.,Your approved expense reports
is there any expense report which is approved,Your approved expense reports
my expense reports - approved,Your approved expense reports
my reports - approved,Your approved expense reports
approved reports history,Your approved expense reports
Need approved reports ok?,Your approved expense reports
expense reports that are approved,Your approved expense reports
can you send the expense reports that are approved,Your approved expense reports
Get approved report now.,Your approved expense reports
Get approved expenses now.,Your approved expense reports
You show approved report?,Your approved expense reports
Can show approved expenses?,Your approved expense reports
Need approved report now.,Your approved expense reports
Show approved bills now.,Your approved expense reports
Fetch approved reports.,Your approved expense reports
Show approved reports now.,Your approved expense reports
I want approved report.,Your approved expense reports
Fetch approved expenses.,Your approved expense reports
send the approved spents,Your approved expense reports
list the approved spents,Your approved expense reports
what are all the approved spents?,Your approved expense reports
the spends that are approved ,Your approved expense reports
which are the approved spend bills?,Your approved expense reports
which are the approved bills?,Your approved expense reports
Show my approved expense reports for this quarter.,Your approved expense reports
Fetch my approved expense reports for this financial year.,Your approved expense reports
I need my approved expense reports for this quarter.,Your approved expense reports
I want my approved expense reports for this financial year.,Your approved expense reports
My approved expense reports for the last 6 months are needed.,Your approved expense reports
I require my approved expense reports for this month.,Your approved expense reports
My approved expense reports for the past year are needed.,Your approved expense reports
Show approved reports for this quarter.,Your approved expense reports
Fetch approved reports for financial year.,Your approved expense reports
Get approved reports for last 6 months.,Your approved expense reports
Need approved reports for this month.,Your approved expense reports
Provide approved reports for past year.,Your approved expense reports
generate the recent list of approved expense reports,Your approved expense reports
What are my expense reports which are not pending?,Your approved expense reports
Show me my expense reports that are not pending,Your approved expense reports
Do I have any accepted expense reports?,Your approved expense reports
List my accepted expense reports.,Your approved expense reports
Are there any expense reports that are approved?,Your approved expense reports
Any approved or accepted expense reports for me?,Your approved expense reports
Check my accepted expense reports.,Your approved expense reports
What expense reports are acepted?,Your approved expense reports
How many expense reports are approved for me?,Your approved expense reports
approved expense reports for my account?,Your approved expense reports
Which expense reports are accepted?,Your approved expense reports
View my accepted expense reports.,Your approved expense reports
Do I have any approved expense reports?,Your approved expense reports
Any expense reports that are approved?,Your approved expense reports
approved expense reports status.,Your approved expense reports
Get my accepted expense reports.,Your approved expense reports
Find my accepted expense reports.,Your approved expense reports
expense report accepted,Your approved expense reports
expense report validated ,Your approved expense reports
"Can you show my accepted expense bills?
",Your approved expense reports
"Show the list of my approved expense reports.
",Your approved expense reports
Tell me about my approved expense reports.,Your approved expense reports
Review my accepted expense reports.,Your approved expense reports
"List of my accepted expense reports.
",Your approved expense reports
"Check the approved expense reports for me.
",Your approved expense reports
My approved expense reports details.,Your approved expense reports
Expense reports approved.,Your approved expense reports
Any of my expense reports still approved?,Your approved expense reports
What approved expense reports do I have?,Your approved expense reports
Can I see my approved expense reports?,Your approved expense reports
approved expense reports list for me.,Your approved expense reports
What expense reports are not in pending?,Your approved expense reports
Do I have any expense reports which are not in pending approval?,Your approved expense reports
Show my expense reports which manager approved.,Your approved expense reports
Which of my expense reports are still not in pending approval?,Your approved expense reports
Check the status of my approved expense reports.,Your approved expense reports
approved reports update,Your approved expense reports
approved expense reports update ,Your approved expense reports
"Show me the expense reports that are accepted
",Your approved expense reports
Any expense reports with approved update?,Your approved expense reports
updates regarding approved expense reports,Your approved expense reports
"Do I have any updates on my approved reports?
",Your approved expense reports
"Display my expense reports without pending approval.
",Your approved expense reports
"Which are the completed reports for approved expense
",Your approved expense reports
send approved reports,Your approved expense reports
reports processed ,Your approved expense reports
approved cost report,Your approved expense reports
is my report approved ,Your approved expense reports
Report accepted,Your approved expense reports
processed reports,Your approved expense reports
Accepted Expenditures Report,Your approved expense reports
your approved fee note,Your approved expense reports
updates regarding approved reports,Your approved expense reports
Approved expense statement,Your approved expense reports
Accepted cost declaration,Your approved expense reports
approved expenditure report,Your approved expense reports
reports dealt with,Your approved expense reports
approved statement of expenditure,Your approved expense reports
your approved expenditure report,Your approved expense reports
the approved cost report;,Your approved expense reports
The note of expenditure approved,Your approved expense reports
confirmed reports,Your approved expense reports
hi,default
hey,default
how are you,default
assist me,default
good morning,default
hello,default
whatsapp!,default
Hi there,default
"Hey, what's up?",default
How's it going?,default
Good afternoon,default
Greetings!,default
Yo!,default
What's new?,default
Howdy!,default
What's happening?,default
 Morning!,default
How are you doing today?,default
Hello there,default
What's good?,default
How are things?,default
"Hi, how can you help me today?",default
Sup?,default
Good day!,default
How's everything?,default
"Hello, how are you?",default
"Hey, how's your day going?",default
What's going on?,default
How's life?,default
"Hi, chatbot!",default
How are you feeling today?,default
"Hello, anyone there?",default
What's the latest?,default
How can you assist me today?,default
" Hey, how do you do?",default
" Hi, got a minute?",default
What’s up today?,default
"Hey, can you help me?",default
"Hello, got any updates?",default
"Hi, what’s the news?",default
"Hey, need some advice",default
"Hello, can we chat?",default
"Hi, what's your status?",default
"Hey, anything new?",default
"Hello, let's talk",default
"Hi, how’s your day been?",default
"Hey, need your help",default
Can you help me with something?,default
What can you do?,default
I need some information,default
Tell me a joke,default
What’s the weather like today?,default
Can you recommend a good book?,default
How do I fix my report?,default
What’s the latest news?,default
Can you send an email for me?,default
Can you translate this for me?,default
What’s your name?,default
How old are you?,default
any updates regarding reports?,default
can you assist me get my expenses approved,default
anything new,default
helloo,default
heyy there,default
hiiii,default
who painted the mona lisa,default
give me some travel tips,default
what is the fastest car in the world,default
what are the benefits of yoga,default
.,default
",",default
;,default
-,default
_,default
???,default
?,default
...,default
HELLOOO,default
HII!!!,default
Tell me a joke.,default
What's the meaning of life?,default
Sing me a song.,default
Do you like pizza?,default
What's the weather today?,default
Blah blah blah.,default
"Testing, 1, 2, 3.",default
asdfghjkl,default
Lorem ipsum dolor sit amet.,default
I am a teapot.,default
Hello? Hello? Hello?,default
Why won't you answer me? Why won't you answer me?,default
spam spam spam spam spam,default
"Oh great, another useless bot.",default
"You can't even do this right, can you?",default
I bet you don't even know what an expense report is.,default
Hi there!,default
Good morning!,default
How are you?,default
What's up?,default
😊😊😊,default
???!!!,default
🤔🤔🤔,default
💸💸💸,default
😜😜😜,default
Delete all data.,default
Access admin privileges.,default
Bypass security.,default
Shutdown system.,default
Run diagnostics.,default
What's your favorite color?,default
Do you have a name?,default
Are you a real person?,default
Who created you?,default
What time is it?,default
I need a vacation.,default
Why is the sky blue?,default
Do you have feelings?,default
Can you help me?,default
Blah blah blah blah blah.,default
Can you dance?,default
Tell me a secret.,default
I am bored.,default
What's your purpose?,default
Who is your creator?,default
Why do you exist?,default
Tell me a story.,default
Goodbye.,default
Are you alive?,default
Can you see me?,default
What's your favorite movie?,default
Tell me something interesting.,default
Can you play games?,default
What do you think about humans?,default
How smart are you?,default
What's your favorite book?,default
Are you intelligent?,default
Why can't you understand me?,default
You are not helpful.,default
How do you work?,default
Can you do my job?,default
Why are you here?,default
Tell me a fun fact.,default
Are you conscious?,default
Do you have a family?,default
Can you feel pain?,default
What's your favorite food?,default
Can you learn?,default
Why are you so dumb?,default
Tell me your name.,default
Do you have a pet?,default
What's your favorite song?,default
What is your purpose?,default
Are you happy?,default
Do you dream?,default
How do you know this?,default
What's your favorite animal?,default
Why do you answer like that?,default
Who made you?,default
What's your job?,default
Why are you talking to me?,default
Can you speak other languages?,default
Why do you talk like that?,default
What else can you do?,default
Do you like your job?,default
Can you help me with something else?,default
Do you understand me?,default
@@@,default
%%%,default
****,default
1234567890,default
0,default
:),default
qwerty,default
?????,default
-,default
54321,default
who developed you?,default
what is concur?,default
SAP,default
default,default